display_first_last,birthdate,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_name,draft_year,draft_round,draft_number,greatest_75_flag
Joe Kennedy,1947-01-12 00:00:00,Duke,USA,6-6,210.0,2.0,34,Forward,Inactive,SuperSonics,1968,10,122,N
Larry Kenon,1952-12-13 00:00:00,Memphis,USA,6-9,205.0,7.0,9,Forward,Inactive,Spurs,1973,3,50,N
Jonathan Kerner,1974-06-06 00:00:00,East Carolina,USA,6-11,245.0,2.0,44,Center,Inactive,Magic,Undrafted,Undrafted,Undrafted,N
Johnny Kerr,1932-08-17 00:00:00,Illinois,USA,6-9,230.0,12.0,43,Center,Inactive,76ers,1954,1,6,N
Steve Kerr,1965-09-27 00:00:00,Arizona,USA,6-1,180.0,16.0,25,Guard,Inactive,Bulls,1988,2,50,N
Walker Kessler,2001-07-26 00:00:00,Auburn,USA,7-0,245.0,0.0,24,Center,Active,Jazz,2022,1,22,N
Randolph Keys,1966-04-19 00:00:00,Southern Mississippi,USA,6-7,210.0,5.0,31,Forward,Inactive,Cavaliers,1988,1,22,N
Jason Kidd,1973-03-23 00:00:00,California,USA,6-4,210.0,19.0,5,Guard,Inactive,Nets,1994,1,2,Y
Irv Kiffin,1951-08-08 00:00:00,Oklahoma Baptist,USA,6-9,225.0,1.0,21,Forward,Inactive,Spurs,Undrafted,Undrafted,Undrafted,N
Jack Kiley,1929-01-05 00:00:00,Syracuse,USA,6-1,170.0,2.0,10,Guard,Inactive,Pistons,1951,2,13,N
Ernie Killum,1948-06-11 00:00:00,Stetson,USA,6-3,180.0,1.0,20,Guard,Inactive,Lakers,1970,2,30,N
Sean Kilpatrick,1990-01-06 00:00:00,Cincinnati,USA,6-4,212.0,4.0,0,Guard,Inactive,Nets,Undrafted,Undrafted,Undrafted,N
Bo Kimble,1966-04-09 00:00:00,Loyola-Marymount,USA,6-4,190.0,3.0,16,Guard,Inactive,Clippers,1990,1,8,N
Albert King,1959-12-17 00:00:00,Maryland,USA,6-6,190.0,9.0,15,Forward,Inactive,Nets,1981,1,10,N
Bernard King,1956-12-04 00:00:00,Tennessee,USA,6-7,205.0,14.0,30,Forward,Inactive,Bullets,1977,1,7,N
Jim King,1941-02-07 00:00:00,Tulsa,USA,6-2,175.0,10.0,21,Guard,Inactive,Lakers,1963,2,13,N
Louis King,1999-04-06 00:00:00,Oregon,USA,6-7,205.0,3.0,23,Forward,Active,76ers,Undrafted,Undrafted,Undrafted,N
Reggie King,1957-02-14 00:00:00,Alabama,USA,6-6,225.0,6.0,51,Forward,Inactive,Kings,1979,1,18,N
Stacey King,1967-01-29 00:00:00,Oklahoma,USA,6-11,250.0,8.0,33,Forward-Center,Inactive,Bulls,1989,1,6,N
Tarence Kinsey,1984-03-21 00:00:00,South Carolina,USA,6-6,189.0,4.0,8,Guard,Inactive,Grizzlies,Undrafted,Undrafted,Undrafted,N
Walt Kirk,1924-09-03 00:00:00,Illinois,USA,6-3,173.0,3.0,16,Guard,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Corey Kispert,1999-03-03 00:00:00,Gonzaga,USA,6-6,224.0,1.0,24,Forward,Active,Wizards,2021,1,15,N
Doug Kistler,1938-03-21 00:00:00,Duke,USA,6-9,210.0,1.0,5,Forward,Inactive,Knicks,1961,3,26,N
Curtis Kitchen,1964-01-30 00:00:00,South Florida,USA,6-9,235.0,1.0,42,Forward,Inactive,SuperSonics,1986,6,122,N
Greg Kite,1961-08-05 00:00:00,Brigham Young,USA,6-11,250.0,12.0,54,Center,Inactive,Magic,1983,1,21,N
Maxi Kleber,1992-01-29 00:00:00,Bayern Munich,Germany,6-10,240.0,5.0,42,Forward,Active,Mavericks,Undrafted,Undrafted,Undrafted,N
Bob Knight,1905-04-14 00:00:00,Weaver HS (CT),USA,6-2,185.0,1.0,3,Guard-Forward,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Brevin Knight,1975-11-08 00:00:00,Stanford,USA,5-10,166.0,13.0,2,Guard,Inactive,Cavaliers,1997,1,16,N
Nathan Knight,1997-09-20 00:00:00,William & Mary,USA,6-8,253.0,2.0,13,Forward-Center,Active,Timberwolves,Undrafted,Undrafted,Undrafted,N
Travis Knight,1974-09-13 00:00:00,Connecticut,USA,7-0,235.0,8.0,44,Center,Inactive,Lakers,1996,1,29,N
Rod Knowles,1946-02-27 00:00:00,Davidson,USA,6-9,215.0,1.0,23,Center,Inactive,Suns,1968,6,77,N
Kevin Knox II,1999-08-11 00:00:00,Kentucky,USA,6-7,215.0,4.0,11,Forward,Active,Trail Blazers,2018,1,9,N
Bart Kofoed,1964-03-24 00:00:00,Nebraska-Kearney,USA,6-4,210.0,5.0,12,Forward,Inactive,Jazz,1987,5,107,N
Don Kojis,1939-07-15 00:00:00,Marquette,USA,6-3,202.0,12.0,21,Forward,Inactive,Rockets,1961,2,21,N
John Konchar,1996-03-22 00:00:00,Indiana-Purdue Fort Wayne,USA,6-5,210.0,3.0,46,Guard,Active,Grizzlies,Undrafted,Undrafted,Undrafted,N
Frank Kornet,1967-01-27 00:00:00,Vanderbilt,USA,6-9,225.0,2.0,8,Forward,Inactive,Bucks,1989,2,30,N
Luke Kornet,1995-07-15 00:00:00,Vanderbilt,USA,7-2,250.0,5.0,40,Center-Forward,Active,Celtics,Undrafted,Undrafted,Undrafted,N
Yaroslav Korolev,1987-05-07 00:00:00,CSKA Moscow,Russia,6-9,203.0,3.0,8,Forward,Inactive,Clippers,2005,1,12,N
Harold Kottman,1922-08-22 00:00:00,Culver-Stockton,USA,6-8,220.0,1.0,9,Center,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Kosta Koufos,1989-02-24 00:00:00,Ohio State,USA,7-0,245.0,12.0,41,Center,Inactive,Kings,2008,1,23,N
Tom Kozelko,1951-07-01 00:00:00,Toledo,USA,6-8,220.0,3.0,22,Forward,Inactive,Bullets,1973,3,48,N
Arvid Kramer,1956-10-02 00:00:00,Augustana (SD),USA,6-9,220.0,1.0,41,Center,Inactive,Nuggets,1979,3,45,N
Jim Krebs,1935-09-08 00:00:00,Southern Methodist,USA,6-8,230.0,7.0,32,Center,Inactive,Lakers,1957,1,3,N
Vit Krejci,2000-06-19 00:00:00,Zaragoza,Czech Republic,6-8,195.0,1.0,27,Guard,Active,Hawks,2020,2,37,N
Wayne Kreklow,1957-01-04 00:00:00,Drake,USA,6-4,175.0,1.0,20,Guard,Inactive,Celtics,1979,3,53,N
Tom Kron,1943-02-28 00:00:00,Kentucky,USA,6-5,200.0,3.0,11,Guard,Inactive,SuperSonics,1966,3,24,N
Tom Kropp,1953-02-12 00:00:00,Nebraska-Kearney,USA,6-3,205.0,2.0,44,Guard,Inactive,Bulls,1975,3,48,N
Nenad Krstic,1983-07-25 00:00:00,Partizan,Serbia,7-0,240.0,8.0,4,Center,Inactive,Nets,2002,1,24,N
Steve Kuberski,1947-11-06 00:00:00,Bradley,USA,6-8,215.0,9.0,33,Forward,Inactive,Celtics,1969,4,52,N
John Kuester,1955-02-06 00:00:00,North Carolina,USA,6-2,180.0,3.0,5,Guard,Inactive,Kings,1977,3,53,N
Toni Kukoc,1968-09-18 00:00:00,Benetton Treviso,Croatia,6-11,235.0,13.0,7,Forward,Inactive,Bulls,1990,2,29,N
Jonathan Kuminga,2002-10-06 00:00:00,NBA G League Ignite,DRC,6-7,225.0,1.0,00,Forward,Active,Warriors,2021,1,7,N
Kevin Kunnert,1951-11-11 00:00:00,Iowa,USA,7-0,230.0,9.0,44,Center,Inactive,Rockets,1973,1,12,N
Mitch Kupchak,1954-05-24 00:00:00,North Carolina,USA,6-9,230.0,9.0,25,Forward,Inactive,Bullets,1976,1,13,N
Charles Kupec,1953-01-16 00:00:00,Michigan,USA,6-6,220.0,3.0,25,Center,Inactive,Lakers,1975,4,56,N
Fred LaCour,1938-02-07 00:00:00,San Francisco,USA,6-5,210.0,3.0,12,Guard,Inactive,Hawks,1960,3,22,N
Raef LaFrentz,1976-05-29 00:00:00,Kansas,USA,6-11,240.0,11.0,9,Center-Forward,Inactive,Nuggets,1998,1,3,N
Tom LaGarde,1955-02-10 00:00:00,North Carolina,USA,6-10,220.0,6.0,34,Center,Inactive,Mavericks,1977,1,9,N
Jake LaRavia,2001-11-03 00:00:00,Wake Forest,USA,6-7,235.0,0.0,3,Forward,Active,Grizzlies,2022,1,19,N
Rudy LaRusso,1937-11-11 00:00:00,Dartmouth,USA,6-8,220.0,10.0,35,Forward,Inactive,Lakers,1959,2,10,N
Zach LaVine,1995-03-10 00:00:00,UCLA,USA,6-5,200.0,8.0,8,Guard-Forward,Active,Bulls,2014,1,13,N
Skal Labissiere,1996-03-18 00:00:00,Kentucky,Haiti,6-10,235.0,5.0,7,Forward-Center,Inactive,Kings,2016,1,28,N
Sam Lacey,1948-03-28 00:00:00,New Mexico State,USA,6-10,235.0,13.0,44,Center,Inactive,Kings,1970,1,5,N
Christian Laettner,1969-08-17 00:00:00,Duke,USA,6-11,245.0,14.0,44,Forward-Center,Inactive,Timberwolves,1992,1,3,N
Oliver Lafayette,1984-05-06 00:00:00,Houston,USA,6-2,190.0,2.0,0,Guard,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Bill Laimbeer,1900-01-01 00:00:00,                                   ,USA,6-11,245.0,14.0,40,Center,Inactive,Pistons,1979,3,65,N
Bo Lamar,1951-04-07 00:00:00,Louisiana-Lafayette,USA,6-1,180.0,1.0,11,Guard,Inactive,Lakers,1973,3,44,N
Anthony Lamb,1998-01-20 00:00:00,Vermont,USA,6-6,227.0,2.0,40,Forward,Active,Warriors,Undrafted,Undrafted,Undrafted,N
Doron Lamb,1991-11-06 00:00:00,Kentucky,USA,6-4,200.0,2.0,1,Guard,Inactive,Magic,2012,2,42,N
Jeremy Lamb,1992-05-30 00:00:00,Connecticut,USA,6-5,180.0,11.0,26,Guard-Forward,Inactive,Kings,2012,1,12,N
Jeff Lamp,1959-03-09 00:00:00,Virginia,USA,6-6,195.0,6.0,3,Guard,Inactive,Trail Blazers,1981,1,15,N
Jim Lampley,1960-07-02 00:00:00,Arkansas-Little Rock,USA,6-10,230.0,1.0,11,Forward,Inactive,76ers,1983,5,102,N
Carl Landry,1983-09-19 00:00:00,Purdue,USA,6-9,248.0,10.0,7,Forward,Inactive,Kings,2007,2,31,N
Mark Landsberger,1955-05-21 00:00:00,Arizona State,USA,6-8,215.0,7.0,54,Forward,Inactive,Lakers,1977,2,35,N
Andrew Lang,1966-06-28 00:00:00,Arkansas,USA,6-11,275.0,12.0,28,Center,Inactive,Suns,1988,2,28,N
Stu Lantz,1946-07-13 00:00:00,Nebraska,USA,6-3,175.0,8.0,23,Guard,Inactive,Rockets,1968,3,23,N
York Larese,1938-07-18 00:00:00,North Carolina,USA,6-4,183.0,1.0,34,Guard,Inactive,Warriors,1961,2,20,N
Shane Larkin,1992-10-02 00:00:00,Miami,USA,5-11,175.0,4.0,8,Guard,Inactive,Nets,2013,1,18,N
John Laskowski,1953-06-07 00:00:00,Indiana,USA,6-6,185.0,2.0,31,Guard,Inactive,Bulls,1975,2,32,N
Stephane Lasme,1982-12-17 00:00:00,Massachusetts,Gabon,6-8,215.0,2.0,45,Forward,Inactive,Heat,2007,2,46,N
Joffrey Lauvergne,1991-09-30 00:00:00,                                   ,France,6-11,260.0,5.0,77,Center,Inactive,Nuggets,2013,2,55,N
Tony Lavelli,1926-07-11 00:00:00,Yale,USA,6-3,185.0,2.0,6-16,Forward,Inactive,Celtics,1949,1,4,N
Acie Law,1985-01-25 00:00:00,Texas A&M,USA,6-3,202.0,5.0,2,Guard,Inactive,Hawks,2007,1,11,N
Vic Law,1995-12-19 00:00:00,Northwestern,USA,6-7,201.0,2.0,23,Forward,Inactive,Magic,Undrafted,Undrafted,Undrafted,N
Gani Lawal,1988-11-07 00:00:00,Georgia Tech,USA,6-9,234.0,2.0,31,Forward,Inactive,Suns,2010,2,46,N
A.J. Lawson,2000-07-15 00:00:00,South Carolina,Canada,6-6,179.0,0.0,00,Guard,Active,Mavericks,Undrafted,Undrafted,Undrafted,N
Jason Lawson,1974-09-02 00:00:00,Villanova,USA,6-11,240.0,2.0,55,Center,Inactive,Magic,1997,2,41,N
Ty Lawson,1987-11-03 00:00:00,North Carolina,USA,5-11,195.0,10.0,4,Guard,Inactive,Nuggets,2009,1,18,N
Hal Lear,1935-01-31 00:00:00,Temple,USA,5-11,163.0,1.0,16,Guard,Inactive,Warriors,1956,1,7,N
Jeff Lebo,1966-10-05 00:00:00,North Carolina,USA,6-2,180.0,1.0,12,Forward,Inactive,Spurs,Undrafted,Undrafted,Undrafted,N
Ricky Ledo,1992-09-10 00:00:00,Providence,USA,6-7,195.0,2.0,11,Guard,Inactive,Mavericks,2013,2,43,N
Clyde Lee,1944-03-14 00:00:00,Vanderbilt,USA,6-10,205.0,10.0,34,Forward,Inactive,Warriors,1966,1,3,N
David Lee,1983-04-29 00:00:00,Florida,USA,6-9,245.0,13.0,10,Forward-Center,Inactive,Knicks,2005,1,30,N
Doug Lee,1964-10-24 00:00:00,Purdue,USA,6-5,200.0,3.0,20,Guard,Inactive,Nets,1987,2,35,N
Keith Lee,1962-12-28 00:00:00,Memphis,USA,6-10,215.0,3.0,24,Forward,Inactive,Cavaliers,1985,1,11,N
Kurk Lee,1967-06-03 00:00:00,Towson,USA,6-3,190.0,1.0,20,Guard,Inactive,Nets,Undrafted,Undrafted,Undrafted,N
Rock Lee,1955-05-01 00:00:00,San Diego State,USA,6-10,220.0,1.0,34,Center,Inactive,Clippers,Undrafted,Undrafted,Undrafted,N
Russell Lee,1950-01-27 00:00:00,Marshall,USA,6-5,185.0,3.0,11,Forward,Inactive,Bucks,1972,1,6,N
Saben Lee,1999-06-23 00:00:00,Vanderbilt,USA,6-2,183.0,2.0,38,Guard,Active,Suns,2020,2,38,N
George Lehmann,1942-05-01 00:00:00,Campbell,USA,6-0,180.0,2.0,20,Guard,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Alex Len,1993-06-16 00:00:00,Maryland,Ukraine,7-2,250.0,9.0,25,Center,Active,Kings,2013,1,5,N
Voshon Lenard,1973-05-14 00:00:00,Minnesota,USA,6-4,215.0,11.0,0,Guard,Inactive,Heat,1994,2,46,N
Gary Leonard,1967-02-16 00:00:00,Missouri,USA,7-1,250.0,3.0,34,Center,Inactive,Timberwolves,1989,2,34,N
Kawhi Leonard,1991-06-29 00:00:00,San Diego State,USA,6-7,225.0,10.0,2,Forward,Active,Clippers,2011,1,15,Y
Jim Les,1963-08-18 00:00:00,Bradley,USA,5-11,165.0,7.0,14,Guard,Inactive,Kings,1986,3,70,N
Ronnie Lester,1959-01-01 00:00:00,Iowa,USA,6-2,175.0,6.0,12,Guard,Inactive,Bulls,1980,1,10,N
Clifford Lett,1965-12-23 00:00:00,Florida,USA,6-3,170.0,2.0,11,Guard,Inactive,Spurs,Undrafted,Undrafted,Undrafted,N
Andrew Levane,1920-04-11 00:00:00,St. John's,USA,6-2,190.0,3.0,3,Forward,Inactive,Nationals,Undrafted,Undrafted,Undrafted,N
Bobby Lewis,1945-03-20 00:00:00,North Carolina,USA,6-3,175.0,4.0,5,Guard,Inactive,Warriors,1967,4,39,N
Cedric Lewis,1969-09-24 00:00:00,Maryland,USA,6-10,235.0,1.0,42,Forward,Inactive,Bullets,Undrafted,Undrafted,Undrafted,N
Freddie Lewis,1943-07-01 00:00:00,Arizona State,USA,6-0,175.0,2.0,1,Guard,Inactive,Pacers,1966,10,88,N
Martin Lewis,1975-04-28 00:00:00,Seward County CC,USA,6-6,225.0,2.0,32,Forward,Inactive,Raptors,1995,2,50,N
Ralph Lewis,1963-03-28 00:00:00,La Salle,USA,6-6,200.0,3.0,11,Guard,Inactive,Pistons,1985,6,139,N
Reggie Lewis,1965-11-21 00:00:00,Northeastern,USA,6-7,195.0,6.0,35,Guard,Inactive,Celtics,1987,1,22,N
Scottie Lewis,2000-03-12 00:00:00,Florida,USA,6-5,185.0,2.0,16,Guard,Inactive,Hornets,2021,2,56,N
DeAndre Liggins,1988-03-31 00:00:00,Kentucky,USA,6-6,209.0,6.0,34,Guard,Inactive,Cavaliers,2011,2,53,N
Damian Lillard,1990-07-15 00:00:00,Weber State,USA,6-2,195.0,10.0,0,Guard,Active,Trail Blazers,2012,1,6,Y
Alton Lister,1958-10-01 00:00:00,Arizona State,USA,7-0,245.0,16.0,53,Center-Forward,Inactive,Bucks,1981,1,21,N
Isaiah Livers,1998-07-28 00:00:00,Michigan,USA,6-6,232.0,1.0,12,Forward,Active,Pistons,2021,2,42,N
Ron Livingstone,1925-10-09 00:00:00,Wyoming,USA,6-10,220.0,2.0,6,Center,Inactive,Warriors,1949,1,6,N
Lewis Lloyd,1959-02-22 00:00:00,Drake,USA,6-6,205.0,7.0,32,Guard,Inactive,Rockets,1981,4,76,N
Bob Lochmueller,1927-06-05 00:00:00,Louisville,USA,6-5,185.0,1.0,14,Forward,Inactive,Nationals,1952,1,7,N
Darrell Lockhart,1960-09-14 00:00:00,Auburn,USA,6-9,245.0,1.0,32,Forward,Inactive,Spurs,1983,2,35,N
Ian Lockhart,1967-06-25 00:00:00,Tennessee,USA,6-8,240.0,1.0,51,Forward,Inactive,Suns,Undrafted,Undrafted,Undrafted,N
Kevin Loder,1959-03-15 00:00:00,Alabama State,USA,6-6,205.0,3.0,9,Forward,Inactive,Kings,1981,1,17,N
Don Lofgran,1928-11-18 00:00:00,San Francisco,USA,6-5,200.0,4.0,8,Forward,Inactive,Olympians,1950,1,11,N
Kenneth Lofton Jr.,2002-08-14 00:00:00,Louisiana Tech,USA,6-6,275.0,0.0,6,Forward,Active,Grizzlies,Undrafted,Undrafted,Undrafted,N
Brad Lohaus,1964-09-29 00:00:00,Iowa,USA,6-11,230.0,10.0,54,Forward-Center,Inactive,Bucks,1987,2,45,N
Art Long,1972-10-01 00:00:00,Cincinnati,USA,6-9,250.0,4.0,35,Forward,Inactive,SuperSonics,Undrafted,Undrafted,Undrafted,N
John Long,1956-08-28 00:00:00,Detroit,USA,6-5,200.0,14.0,25,Guard,Inactive,Pistons,1978,2,29,N
Paul Long,1944-02-08 00:00:00,Wake Forest,USA,6-2,180.0,3.0,5,Guard,Inactive,Pistons,1967,5,45,N
Shawn Long,1993-01-29 00:00:00,Louisiana-Lafayette,USA,6-9,255.0,2.0,36,Forward,Inactive,76ers,Undrafted,Undrafted,Undrafted,N
Kevon Looney,1996-02-06 00:00:00,UCLA,USA,6-9,222.0,7.0,5,Forward,Active,Warriors,2015,1,30,N
Brook Lopez,1988-04-01 00:00:00,Stanford,USA,7-1,282.0,14.0,11,Center,Active,Bucks,2008,1,10,N
Felipe Lopez,1974-12-19 00:00:00,St. John's,Dominican Republic,6-5,195.0,5.0,13,Guard-Forward,Inactive,Grizzlies,1998,1,24,N
Robin Lopez,1988-04-01 00:00:00,Stanford,USA,7-0,281.0,14.0,33,Center,Active,Cavaliers,2008,1,15,N
Jim Loscutoff,1930-02-04 00:00:00,Oregon,USA,6-5,220.0,9.0,18,Forward,Inactive,Celtics,1955,1,3,N
Plummer Lott,1945-12-11 00:00:00,Seattle,USA,6-5,210.0,2.0,43,Forward,Inactive,SuperSonics,1967,5,54,N
Bob Love,1942-12-08 00:00:00,Southern,USA,6-8,215.0,11.0,10,Forward,Inactive,Bulls,1965,4,33,N
Sidney Lowe,1960-01-21 00:00:00,North Carolina State,USA,6-0,195.0,4.0,35,Guard,Inactive,Timberwolves,1983,2,25,N
Chuck Lowery,1949-11-12 00:00:00,Puget Sound,USA,6-3,185.0,1.0,6,Guard,Inactive,Bucks,1971,8,125,N
Kyle Lowry,1986-03-25 00:00:00,Villanova,USA,6-0,196.0,16.0,7,Guard,Active,Heat,2006,1,24,N
Al Lucas,1922-07-04 00:00:00,Fordham,USA,6-3,195.0,1.0,20,Forward,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
John Lucas,1953-10-31 00:00:00,Maryland,USA,6-3,175.0,14.0,10,Guard,Inactive,Rockets,1976,1,1,N
Maurice Lucas,1952-02-18 00:00:00,Marquette,USA,6-9,215.0,12.0,20,Forward,Inactive,Trail Blazers,1974,1,14,N
Ted Luckenbill,1939-07-27 00:00:00,Houston,USA,6-6,205.0,2.0,12,Forward,Inactive,Warriors,1961,2,15,N
Tyronn Lue,1977-05-03 00:00:00,Nebraska,USA,6-0,175.0,12.0,10,Guard,Inactive,Hawks,1998,1,23,N
Phil Lumpkin,1951-12-20 00:00:00,Miami (Ohio),USA,6-0,165.0,2.0,10,Guard,Inactive,Trail Blazers,1974,2,34,N
Gabriel Lundberg,1994-12-04 00:00:00,                                   ,Denmark,6-4,203.0,2.0,19,Guard,Inactive,Suns,Undrafted,Undrafted,Undrafted,N
Timothe Luwawu-Cabarrot,1995-05-09 00:00:00,                                   ,France,6-7,215.0,7.0,7,Guard-Forward,Inactive,Hawks,2016,1,24,N
Trey Lyles,1995-11-05 00:00:00,Kentucky,Canada,6-9,234.0,7.0,41,Forward,Active,Kings,2015,1,12,N
George Lynch,1970-09-03 00:00:00,North Carolina,USA,6-8,235.0,13.0,9,Forward,Inactive,Hornets,1993,1,12,N
Kevin Lynch,1968-12-24 00:00:00,Minnesota,USA,6-5,195.0,2.0,9,Forward,Inactive,Hornets,1991,2,28,N
Mike Lynn,1945-11-25 00:00:00,UCLA,USA,6-7,215.0,2.0,25,Forward,Inactive,Lakers,1968,4,39,N
Mike Macaluso,1951-07-20 00:00:00,Canisius,USA,6-5,210.0,1.0,21,Forward,Inactive,Braves,1973,6,88,N
Arvydas Macijauskas,1980-01-19 00:00:00,Tau Ceramica,Lithuania,6-4,214.0,1.0,6,Guard,Inactive,Hornets,Undrafted,Undrafted,Undrafted,N
Ollie Mack,1957-06-06 00:00:00,East Carolina,USA,6-3,185.0,3.0,17,Guard,Inactive,Mavericks,1979,2,25,N
Shelvin Mack,1990-04-22 00:00:00,Butler,USA,6-3,203.0,9.0,6,Guard,Inactive,Hawks,2011,2,34,N
Malcolm Mackey,1970-07-11 00:00:00,Georgia Tech,USA,6-9,248.0,1.0,27,Forward,Inactive,Suns,1993,1,27,N
Rudy Macklin,1958-02-19 00:00:00,Louisiana State,USA,6-7,205.0,3.0,41,Forward,Inactive,Hawks,1981,3,52,N
Vernon Macklin,1986-09-25 00:00:00,Florida,USA,6-10,227.0,2.0,20,Forward,Inactive,Pistons,2011,2,52,N
Tito Maddox,1981-06-08 00:00:00,Fresno State,USA,6-4,190.0,2.0,6,Guard,Inactive,Rockets,2002,2,37,N
Mark Madsen,1976-01-28 00:00:00,Stanford,USA,6-9,255.0,10.0,35,Forward,Inactive,Timberwolves,2000,1,29,N
Corey Maggette,1979-11-12 00:00:00,Duke,USA,6-6,225.0,15.0,50,Forward,Inactive,Clippers,1999,1,13,N
Dave Magley,1959-11-24 00:00:00,Kansas,USA,6-8,202.0,1.0,30,Forward,Inactive,Cavaliers,1982,2,28,N
Jamaal Magloire,1978-05-21 00:00:00,Kentucky,Canada,6-11,265.0,13.0,21,Center,Inactive,Hornets,2000,1,19,N
Ian Mahinmi,1986-11-05 00:00:00,                                   ,France,6-11,262.0,13.0,28,Center,Inactive,Pacers,2005,1,28,N
John Mahnken,1922-06-16 00:00:00,Georgetown,USA,6-8,220.0,7.0,16,Center,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Rick Mahorn,1958-09-21 00:00:00,Hampton,USA,6-10,260.0,18.0,4,Forward,Inactive,Bullets,1980,2,35,N
Dan Majerle,1965-09-09 00:00:00,Central Michigan,USA,6-6,222.0,14.0,9,Guard-Forward,Inactive,Suns,1988,1,14,N
Moses Malone,1955-03-23 00:00:00,Petersburg HS (VA),USA,6-10,215.0,19.0,24,Center,Inactive,Rockets,Undrafted,Undrafted,Undrafted,Y
Ted Manakas,1951-02-22 00:00:00,Princeton,USA,6-2,180.0,1.0,23,Guard,Inactive,Kings,1973,3,36,N
Frank Mangiapane,1925-08-25 00:00:00,New York University,USA,5-10,195.0,1.0,5,Guard,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Tre Mann,2001-02-03 00:00:00,Florida,USA,6-3,178.0,1.0,23,Guard,Active,Thunder,2021,1,18,N
Ed Manning,1944-01-02 00:00:00,Jackson State,USA,6-7,210.0,4.0,35,Forward,Inactive,Bullets,1967,8,80,N
Nico Mannion,2001-03-14 00:00:00,Arizona,Italy,6-2,190.0,2.0,2,Guard,Inactive,Warriors,2020,2,48,N
Pace Mannion,1960-09-22 00:00:00,Utah,USA,6-7,190.0,6.0,5,Guard,Inactive,Jazz,1983,2,43,N
Nick Mantis,1935-12-07 00:00:00,Northwestern,USA,6-3,190.0,2.0,23,Guard,Inactive,Zephyrs,1959,5,37,N
Pete Maravich,1947-06-22 00:00:00,Louisiana State,USA,6-5,197.0,10.0,7,Guard,Inactive,Jazz,1970,1,3,Y
Devyn Marble,1992-09-21 00:00:00,Iowa,USA,6-6,200.0,3.0,11,Forward,Inactive,Magic,2014,2,56,N
Sarunas Marciulionis,1964-06-13 00:00:00,Statyba,Lithuania,6-5,200.0,7.0,78,Guard,Inactive,Cavaliers,1987,6,127,N
Shawn Marion,1978-05-07 00:00:00,UNLV,USA,6-7,228.0,16.0,31,Guard-Forward,Inactive,Suns,1999,1,9,N
Eric Marsh,1954-03-10 00:00:00,Manhattan,USA,6-3,200.0,1.0,21,Guard,Inactive,Warriors,1977,8,165,N
Jim Marsh,1946-04-26 00:00:00,Southern California,USA,6-7,215.0,1.0,41,Forward,Inactive,Trail Blazers,1968,11,136,N
Kendall Marshall,1991-08-19 00:00:00,North Carolina,USA,6-4,200.0,5.0,5,Guard,Inactive,Lakers,2012,1,13,N
Naji Marshall,1998-01-24 00:00:00,Xavier,USA,6-7,220.0,2.0,8,Forward,Active,Pelicans,Undrafted,Undrafted,Undrafted,N
Tom Marshall,1931-01-06 00:00:00,Western Kentucky,USA,6-4,215.0,4.0,20,Forward,Inactive,Royals,1954,1,7,N
Vester Marshall,1948-12-22 00:00:00,Oklahoma,USA,6-7,200.0,1.0,45,Forward,Inactive,SuperSonics,Undrafted,Undrafted,Undrafted,N
Bill Martin,1962-08-16 00:00:00,Georgetown,USA,6-7,205.0,3.0,26,Forward,Inactive,Pacers,1985,2,26,N
Bob Martin,1969-10-07 00:00:00,Minnesota,USA,7-0,250.0,2.0,42,Center,Inactive,Clippers,Undrafted,Undrafted,Undrafted,N
Caleb Martin,1995-09-28 00:00:00,Nevada,USA,6-5,205.0,3.0,16,Forward,Active,Heat,Undrafted,Undrafted,Undrafted,N
Cody Martin,1995-09-28 00:00:00,Nevada,USA,6-6,205.0,3.0,11,Forward,Active,Hornets,2019,2,36,N
Jarell Martin,1994-05-24 00:00:00,Louisiana State,USA,6-10,239.0,5.0,2,Forward,Inactive,Grizzlies,2015,1,25,N
Jeff Martin,1967-01-14 00:00:00,Murray State,USA,6-5,195.0,2.0,15,Guard,Inactive,Clippers,1989,2,31,N
Jeremiah Martin,1996-06-19 00:00:00,Memphis,USA,6-2,185.0,3.0,3,Guard,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
Kevin Martin,1983-02-01 00:00:00,Western Carolina,USA,6-7,199.0,13.0,23,Guard,Inactive,Kings,2004,1,26,N
Mo Martin,1964-07-02 00:00:00,St. Joseph's (PA),USA,6-6,200.0,2.0,11,Guard,Inactive,Nuggets,1986,1,16,N
Ronald Martin,1939-04-11 00:00:00,St. Bonaventure,USA,6-2,185.0,1.0,7,Guard,Inactive,Knicks,1961,2,10,N
Tyrese Martin,1999-03-07 00:00:00,Connecticut,USA,6-6,215.0,0.0,22,Guard,Active,Hawks,2022,2,51,N
